source,target,weight
user5013,user5036,-10
user5046,user4635,2
user4635,user5046,1
user3824,user2642,5
user2642,user3824,4
user1731,user1018,7
user1334,user2642,5
user3820,user3649,3
user1352,user2661,-1
user1352,user1154,-1
user1352,user4860,3
user5064,user4890,-1
user1352,user5100,-3
user1832,user4890,-10
user4833,user4890,-10
user1334,user361,10
user546,user4038,-5
user4172,user4890,-10
user4852,user5101,1
user5101,user4852,1
user5025,user4833,1
user2789,user4477,1
user3451,user5036,-10
user5073,user5013,1
user4172,user4434,-10
user546,user5094,1
user5098,user1508,1
user546,user3824,1
user3824,user546,1
user5098,user3820,1
user4551,user4434,-10
user4551,user5044,2
user4551,user3099,3
user3099,user4551,1
user2085,user4884,1
user4969,user5104,1
user4884,user2085,1
user5104,user4969,1
user4969,user1352,5
user4969,user545,1
user4385,user3572,2
user5013,user5073,1
user5105,user3824,1
user2472,user5013,1
user5013,user2472,1
user550,user4172,1
user4172,user550,1
user4788,user5086,1
user2125,user5106,-10
user664,user1154,-1
user2125,user5108,-10
user2125,user5109,-10
user2125,user5110,-10
user2125,user5111,-10
user2125,user5112,-10
user2125,user5113,-10
user2125,user5083,-10
user4937,user5115,1
user5115,user4937,1
user2318,user3897,3
user4172,user574,-10
user1389,user4841,1
user4172,user4570,3
user4570,user5044,1
user5044,user4570,1
user4570,user3099,1
user2303,user5028,1
user5028,user2303,1
user361,user4172,3
user4172,user1832,2
user1832,user4172,3
user4554,user5117,1
user2397,user546,2
user546,user2397,2
user3750,user900,2
user4172,user1612,-10
user4611,user4172,3
user57,user4197,2
user4197,user57,2
user5118,user3750,1
user5013,user5119,1
user5119,user5013,1
user5115,user5086,1
user3824,user5105,3
user4611,user4833,9
user4788,user3649,3
user4635,user5119,1
user5119,user4635,1
user4611,user4424,-1
user3452,user25,-1
user2942,user4762,1
user4762,user2942,1
user4611,user5120,1
user5120,user4611,3
user5120,user4942,1
user4884,user4320,6
user3714,user625,1
user4172,user5121,1
user4267,user4511,1
user3047,user5041,1
user5041,user3047,1
user4867,user3427,1
user3427,user4867,1
user4136,user4197,2
user4197,user4136,2
user3880,user5122,1
user5122,user3880,1
user304,user4197,2
user4197,user304,2
user4937,user4197,3
user4197,user4937,2
user5046,user2642,3
user3451,user3910,1
user3910,user3451,1
user905,user5123,1
user3427,user4833,1
user3897,user3820,1
user3820,user3897,1
user5115,user4197,1
user4197,user5115,1
user2131,user5123,1
user4554,user5124,1
user5013,user4389,1
user5124,user4554,1
user4389,user5013,1
user3272,user2131,1
user2131,user3272,1
user4315,user2167,6
user3897,user2131,1
user2131,user3897,1
user4315,user5125,1
user5125,user4315,1
user5125,user3820,1
user5125,user5126,1
user5125,user5127,2
user4833,user2131,1
user4315,user1154,5
user2131,user4833,1
user5123,user2131,5
user4125,user2404,1
user2404,user4125,1
user1731,user4253,2
user1731,user3837,1
user2045,user3837,1
user4833,user5115,-10
user4833,user1334,1
user4197,user1548,3
user1018,user3713,2
user3713,user230,2
user4365,user5128,1
user5128,user4365,1
user1648,user5115,-10
user4833,user5013,1
user5013,user4833,1
user4635,user5101,1
user5101,user4635,1
user1648,user2877,-1
user1316,user4365,1
user1316,user4172,1
user3772,user5130,3
user5130,user3772,1
user4841,user1389,1
user35,user5131,1
user5131,user35,1
user2614,user1352,1
user4970,user4942,1
user4942,user5097,1
user4942,user5103,1
user4942,user5120,1
user4942,user4970,1
user4942,user35,2
user2378,user3880,2
user3880,user2378,2
user4611,user1832,2
user4515,user3452,1
user1334,user3319,5
user5046,user5132,10
user5132,user5046,10
user2378,user5133,1
user5133,user2378,1
user5013,user3897,1
user3897,user5013,1
user3828,user3649,1
user3649,user3828,1
user3649,user5025,1
user5025,user3649,1
user3725,user4315,2
user4884,user5094,4
user4559,user5080,-10
user5129,user5080,10
user5080,user5129,5
user2388,user5129,-10
user2388,user5080,-10
user4559,user5129,-10
user4899,user3571,-5
user3278,user57,9
user35,user5134,1
user35,user5135,1
user35,user5136,1
user35,user5137,1
user4812,user4932,1
user4172,user3319,5
user2303,user57,2
user4838,user25,-10
user5025,user25,10
user5013,user25,-10
user4119,user5138,1
user5138,user4119,1
user2388,user1334,1
user4884,user4592,3
user2296,user1815,3
user4315,user5074,2
user35,user3040,2
user5074,user4315,2
user732,user3545,2
user3545,user732,2
user1919,user5139,1
user5139,user1919,1
user3750,user2565,3
user4833,user4709,1
user1735,user1154,-2
user4559,user1154,-2
user4365,user5101,2
user5101,user4365,2
user3429,user3649,10
user3429,user4788,7
user35,user5140,1
user35,user5141,1
user2565,user3750,3
user4172,user4937,1
user4937,user4172,1
user4559,user2661,-3
user4291,user5142,1
user5142,user4291,1
user5143,user4172,1
user5121,user4172,2
user4635,user4114,1
user4114,user4635,2
user4515,user5138,1
user5138,user4515,1
user3598,user57,10
user3714,user4291,7
user905,user5144,1
user5144,user905,1
user4559,user4890,-4
user905,user4890,-10
user2230,user1656,3
user4291,user3714,6
user4554,user5145,1
user5145,user4554,1
user215,user5142,1
user5142,user215,1
user57,user4833,5
user4833,user313,1
user3465,user4921,2
user4921,user3465,2
user4942,user5146,1
user2125,user5147,-10
user1565,user3649,3
user3649,user1565,3
user2125,user5148,-10
user2125,user5149,-10
user3452,user5149,-10
user4559,user5147,-10
user1810,user5149,-9
user2125,user5150,-10
user1810,user5150,-10
user313,user4833,1
user2318,user4594,1
user57,user3598,3
user5146,user4942,1
user4172,user3649,4
user3649,user4172,6
user4559,user5152,-10
user4694,user3229,1
user4694,user4365,7
user1565,user1529,2
user361,user1334,1
user4365,user4694,7
user100,user4198,-10
user4833,user5139,2
user5139,user4833,2
user540,user4833,1
user4899,user1277,-10
user1731,user4172,5
user2388,user5139,1
user4833,user540,1
user4833,user4884,2
user4884,user4833,2
user2125,user5153,-10
user361,user1277,-1
user361,user5153,-10
user5139,user4611,1
user3452,user1832,1
user1334,user3452,1
user2125,user5154,-10
user1517,user4004,1
user4937,user4833,3
user35,user5155,1
user35,user5156,1
user202,user1948,-2
user4172,user1731,5
user5157,user1352,5
user2045,user5158,1
user3649,user5139,1
user5139,user3649,1
user4559,user5159,-10
user2045,user5159,-10
user1953,user5025,1
user5025,user1953,3
user4559,user5160,-10
user4559,user5161,-10
user4291,user5162,10
user4899,user4559,1
user3504,user3837,10
user3504,user5163,10
user5163,user3504,10
user2252,user5101,1
user5101,user2252,1
user2045,user5164,-10
user2045,user2958,-1
user3880,user5165,1
user5165,user3880,1
user2125,user5160,-10
user2125,user5161,-10
user2125,user5166,-10
user2125,user5167,-10
user2125,user5168,-10
user2125,user5170,-10
user2125,user5171,-10
user2125,user5164,-10
user2125,user5172,-10
user2125,user5173,-10
user2125,user5174,-10
user2125,user5159,-10
user2125,user5169,-10
user2125,user5116,-10
user2125,user5114,-10
user2125,user5107,-10
user5156,user4197,2
user4197,user5156,1
user3904,user5175,1
user5175,user3904,5
user2125,user5176,-10
user5132,user905,2
user2125,user954,-1
user537,user192,5
user192,user896,5
user1316,user304,1
user304,user1316,1
user1018,user3406,4
user2125,user5177,-10
user625,user3714,2
user3527,user1490,-1
user3527,user1473,-1
user4611,user5178,1
user5178,user4611,1
user3527,user1576,-1
user1052,user448,5
user1052,user1743,5
user1052,user5179,4
user5180,user3707,1
user4833,user4937,4
user1363,user204,-10
user1334,user3804,3
user3804,user4899,1
user4592,user4515,1
user5175,user3649,1
user4515,user4592,1
user3649,user5175,1
user2125,user5181,-10
user2125,user5182,-10
user4559,user4532,1
user4532,user5183,1
user4559,user2045,1
user2045,user4559,1
user4238,user5184,1
user5184,user4238,1
user4172,user5185,-10
user4172,user347,-10
user2125,user5185,-10
user3527,user204,-2
user2635,user204,-3
user4525,user204,-2
user3649,user5186,1
user4204,user204,-3
user4942,user3414,2
user3527,user1363,2
user3527,user1,2
user3527,user1953,1
user1565,user2045,4
user2045,user1565,4
user1953,user204,-10
user4592,user4884,2
user4694,user4515,2
user3904,user4197,1
user4197,user3904,1
user546,user5187,1
user5187,user546,1
user4515,user4694,2
user1352,user1001,-3
user4559,user3527,2
user5188,user2399,-10
user4559,user2538,-1
user2233,user2538,-1
user4559,user5189,-10
user2233,user5189,-10
user4559,user1,2
user2125,user5190,-10
user2125,user5189,-10
user2125,user5191,-10
user5186,user5192,1
user5192,user5186,1
user5025,user2233,1
user2233,user5025,1
user4840,user5025,1
user4172,user204,-10
user4592,user4238,1
user5186,user4840,1
user4840,user5186,1
user4511,user5194,1
user5194,user4511,1
user1352,user4921,2
user5186,user5195,1
user5195,user5186,1
user4899,user1922,-1
user2125,user5196,-10
user5193,user5197,1
user5197,user5193,1
user5193,user5198,1
user4559,user5193,-10
user4559,user5197,-10
user4559,user5198,-10
user5198,user5193,1
user5198,user5197,1
user5197,user5198,1
user4511,user2531,1
user5198,user4559,-10
user5198,user5199,-10
user5193,user5199,-10
user5197,user5199,-10
user4559,user4688,-10
user2404,user4871,1
user4559,user4748,-10
user5199,user5198,-10
user5193,user2045,-10
user5199,user5193,-10
user5193,user4559,-10
user5193,user4899,-10
user5197,user4899,-10
user5197,user4559,-10
user5197,user2045,-10
user5198,user2045,-10
user5198,user3719,-10
user5197,user3719,-10
user5193,user3719,-10
user5193,user4172,-10
user5199,user5197,-10
user5197,user4172,-10
user5198,user4172,-10
user5198,user1953,-10
user5197,user1953,-10
user5193,user1953,-10
user4559,user5200,-10
user5193,user5200,10
user5200,user1953,-10
user5200,user4172,-10
user5200,user3719,-10
user5200,user2045,-10
user5200,user4559,-10
user5200,user4899,-10
user4559,user5201,-10
user5200,user5201,10
user5201,user4559,-10
user5201,user2045,-10
user5201,user3719,-10
user5201,user4172,-10
user5201,user1953,-10
user4559,user5202,-10
user5201,user5202,10
user5202,user4559,-10
user5202,user2045,-10
user5202,user3719,-10
user5202,user4172,-10
user5202,user1953,-10
user4559,user5203,-10
user5202,user5203,10
user2045,user5200,-10
user5203,user4559,-10
user2045,user5201,-10
user5203,user2045,-10
user5203,user3719,-10
user2045,user5202,-10
user5203,user4172,-10
user5203,user1953,-10
user2045,user5203,-10
user4559,user5204,-10
user5193,user5204,10
user2045,user5193,-10
user2045,user5204,-10
user4559,user5205,-10
user2045,user5205,-10
user2045,user5197,-10
user2045,user5198,-10
user4559,user5206,1
user4172,user5206,1
user2045,user5206,-10
user5186,user5193,-10
user2125,user5193,-10
user2125,user5197,-10
user2125,user5198,-10
user2125,user5200,-10
user2125,user5201,-10
user2125,user5202,-10
user2125,user5203,-10
user4511,user5144,2
user5144,user4511,2
user1,user4172,1
user4172,user1,1
user4172,user4197,3
user4197,user4172,4
user2125,user5204,-10
user2125,user5205,-10
user1,user4559,1
user4532,user3725,1
user4559,user2484,-1
user4197,user2942,3
user3527,user5207,-10
user4172,user5208,1
user5208,user4172,1
user2125,user5207,-10
user2125,user5209,-10
user1998,user35,2
user5091,user35,2
user2063,user4172,4
user5186,user5146,1
user5146,user5186,1
user550,user1565,1
user4536,user5186,-10
user1376,user3743,-10
user4833,user3099,3
user3099,user4833,3
user4172,user3611,-1
user4172,user1348,-10
user3725,user4172,3
user2125,user5210,-10
user4172,user5192,-10
user4172,user4983,-10
user35,user5211,1
user5211,user35,1
user4172,user2590,-10
user5146,user3345,1
user3345,user5146,1
user4172,user5212,1
user5212,user4172,10
user550,user3040,1
user3040,user550,1
user2388,user550,1
user3583,user280,1
user280,user3583,1
user5175,user280,2
user280,user5175,2
user5195,user5213,1
user5213,user5195,2
user2647,user5214,-10
user4315,user2230,3
user2230,user4315,5
user4993,user4541,1
user3750,user5118,-2
user4360,user4172,5
user4172,user4360,5
user2045,user3195,-1
user4291,user3630,2
user3630,user4291,3
user5195,user5215,1
user5215,user5216,1
user5216,user5215,1
user2125,user5215,-2
user2125,user5216,-2
user1810,user5195,-10
user1810,user5215,-10
user1810,user5216,-10
user2635,user1894,1
user5217,user3099,1
user3904,user5218,1
user5218,user3904,1
user4694,user5219,1
user5219,user4694,1
user5219,user5195,-10
user35,user5220,-1
user2125,user5222,-10
user2125,user5223,-10
user4360,user41,1
user41,user4360,1
user4172,user2934,6
user1731,user1832,3
user3828,user5076,1
user5076,user3828,1
user4291,user5076,-10
user3229,user3107,1
user3107,user3229,1
user5028,user3107,2
user5139,user4649,1
user4649,user5139,1
user2378,user5224,1
user4779,user1894,1
user1894,user4779,1
user5217,user4840,1
user2125,user5225,-10
user4840,user5226,1
user5226,user4840,1
user4172,user5226,-1
user3804,user1334,1
user5115,user4840,-10
user4172,user5115,-10
user4304,user2431,1
user2125,user5115,-2
user2431,user4304,2
user2378,user4172,2
user4172,user2378,1
user4172,user777,-10
user5228,user2942,1
user2942,user5228,1
user5228,user5217,-10
user41,user1731,1
user1731,user41,1
user4172,user5217,-10
user1810,user5217,-10
user3831,user5217,-10
user4840,user5217,-1
user4840,user4304,1
user4304,user4840,1
user2125,user5230,-10
user4592,user5139,1
user5139,user4592,1
user2045,user3531,-1
user4840,user1810,1
user1810,user4840,1
user5228,user5231,1
user5231,user5228,1
user5231,user3107,1
user3107,user5231,1
user5231,user3988,1
user3988,user5231,1
user5213,user5228,-10
user5213,user2045,-10
user2125,user5192,-2
user2125,user5195,-2
user2125,user5213,-2
user2125,user5217,-2
user2125,user5232,-2
user905,user5192,-2
user905,user5195,-2
user905,user5213,-2
user905,user5217,-2
user2125,user5233,-2
user5234,user3452,10
user3099,user5217,-1
user3452,user5234,1
user5235,user3746,1
user5231,user3904,1
user3904,user5231,1
user5231,user4197,1
user4197,user5231,1
user1953,user328,7
user2125,user5231,-2
user3897,user5231,1
user4172,user5231,-10
user4291,user2306,1
user5228,user3040,1
user3040,user5228,1
user4611,user5228,1
user5228,user4611,1
user4365,user4611,1
user4611,user4365,1
user3040,user5236,1
user5236,user3040,1
user5235,user5237,10
user5235,user5238,-10
user5237,user5239,10
user5239,user5237,10
user5238,user5235,-10
user5238,user5237,-10
user5238,user5239,-10
user5239,user5240,10
user2125,user5239,-2
user2125,user5240,-2
user4559,user5239,-10
user2125,user5237,-2
user4559,user5237,-10
user4559,user5240,-10
user2125,user5235,-2
user5227,user5241,1
user5241,user5227,1
user4398,user5242,1
user5242,user4398,1
user2125,user5243,-1
user5025,user5242,1
user5242,user5025,1
user4840,user5242,1
user5242,user4840,1
user33,user3107,1
user3107,user33,1
user3107,user1334,2
user1953,user1733,-1
user4840,user5244,1
user5244,user4840,1
user3837,user1334,-1
user5025,user5245,1
user35,user5229,1
user35,user5247,1
user35,user5248,1
user5242,user5246,5
user5246,user5242,5
user3630,user4197,4
user4197,user3630,3
user280,user4499,1
user2642,user3831,-1
user5025,user4251,-1
user4499,user280,1
user5028,user5249,1
user5028,user5250,1
user5249,user5028,1
user5249,user5250,1
user5249,user4172,1
user5250,user5249,1
user5250,user5028,1
user5245,user5025,1
user4361,user4334,7
user4291,user4370,7
user4238,user4592,-10
user5245,user5251,1
user5251,user5245,1
user3630,user905,2
user905,user3630,1
user4884,user5025,3
user5025,user4884,2
user4553,user280,1
user280,user4553,1
user2378,user5252,1
user2125,user4635,1
user2045,user5245,-1
user5248,user35,1
user1324,user5251,1
user5251,user1324,1
user4694,user1052,1
user625,user3452,1
user625,user1810,2
user3649,user2110,2
user1052,user4694,2
user5227,user5251,3
user5251,user5227,3
user1316,user4197,1
user3649,user4499,1
user4499,user3649,1
user5025,user4840,1
user4291,user5025,1
user3714,user1802,5
user4291,user4840,1
user4840,user4291,1
user5025,user4291,2
user4562,user280,2
user280,user4562,1
user4840,user280,1
user280,user4840,1
user4650,user4525,1
user4525,user4650,1
user280,user3000,1
user3649,user3000,1
user3000,user280,1
user5227,user35,1
user905,user4197,5
user2303,user3452,1
user5234,user2303,1
user346,user5227,1
user4304,user4172,10
user4937,user4709,-1
user280,user5254,1
user5025,user280,1
user280,user5025,1
user4925,user4119,1
user4119,user4925,1
user3699,user280,2
user4291,user280,1
user280,user4291,1
user280,user4838,1
user4838,user280,1
user3725,user3445,1
user4197,user3545,2
user3545,user4197,2
user5227,user5255,1
user5255,user5227,1
user5227,user346,1
user35,user5236,1
user35,user1765,1
user35,user5256,1
user5255,user4554,1
user5103,user5227,2
user5227,user5103,3
user3656,user3545,1
user3545,user3656,1
user4315,user5221,3
user4119,user2318,1
user2318,user4119,1
user5143,user5121,5
user5121,user5143,2
user4131,user4499,1
user4499,user4131,1
user905,user1565,6
user1386,user2296,1
user2303,user5257,1
user2635,user5258,1
user5257,user2303,1
user5258,user2635,1
user4925,user4197,1
user4197,user4925,1
user468,user5255,1
user5255,user468,1
user3988,user3719,1
user3719,user3988,1
user3910,user625,1
user625,user3910,1
user1885,user905,1
user905,user1885,1
user4499,user5025,2
user5025,user4499,2
user4553,user905,4
user5251,user3734,-1
user1502,user2304,1
user2304,user1502,1
user4291,user4850,1
user4850,user4291,3
user3897,user4943,2
user4943,user3897,2
user1363,user159,1
user5228,user5212,1
user2934,user4172,8
user2125,user705,-2
user13,user705,-2
user93,user5260,1
user5260,user93,1
user3545,user4833,4
user4833,user5175,1
user5175,user4833,1
user2313,user2042,1
user2313,user4767,1
user2313,user5261,1
user3837,user3897,10
user4833,user5228,1
user5228,user4833,1
user2125,user5262,-2
user5054,user5227,2
user5227,user5054,2
user3099,user5263,1
user5234,user3804,3
user2635,user5264,1
user4562,user5146,1
user5146,user4562,1
user5151,user3880,3
user3880,user5151,3
user3880,user5224,1
user5224,user3880,1
user5224,user2378,1
user469,user3699,1
user3699,user469,1
user5025,user5227,-1
user2042,user2313,1
user4172,user51,1
user51,user4172,1
user51,user5257,1
user5257,user51,1
user4172,user5224,2
user5224,user4172,2
user2635,user5224,1
user5224,user3422,1
user3422,user5224,1
user4840,user4833,1
user4833,user4840,1
user4833,user3630,1
user3630,user4833,1
user35,user5265,1
user1919,user3000,1
user905,user3699,1
user3699,user905,1
user4833,user3910,1
user3910,user4833,1
user4833,user705,-2
user4833,user4197,1
user4197,user4833,1
user2388,user5267,1
user4315,user5218,2
user5265,user35,5
user3000,user1919,1
user550,user4833,1
user4833,user550,1
user4833,user4694,8
user4554,user5255,1
user4554,user5268,1
user2045,user5269,1
user5269,user2045,1
user4833,user2625,2
user2625,user4833,2
user905,user1018,6
user2125,user5270,-2
user4172,user5269,1
user2125,user1585,1
user4197,user3194,3
user5271,user4002,1
user3272,user1018,6
user4197,user2901,1
user2835,user5272,1
user546,user1850,1
user5103,user51,3
user51,user5103,3
user2233,user4197,1
user4197,user2233,1
user4694,user1731,6
user4694,user4833,7
user446,user4197,1
user4197,user446,1
user5228,user4694,1
user4694,user5228,1
user4320,user4884,8
user3649,user5141,1
user5141,user3649,1
user5228,user4197,3
user4833,user4593,1
user5025,user4593,2
user2388,user4833,1
user4197,user5228,1
user2388,user2318,1
user5025,user5141,-2
user4850,user1018,2
user1018,user4850,1
user625,user5227,1
user3018,user3776,-10
user5227,user625,1
user2399,user5188,-10
user4562,user35,2
user2125,user5273,-2
user2387,user3776,-10
user4172,user3776,-10
user4172,user3513,-1
user5269,user4172,1
user4172,user146,1
user146,user4172,1
user4365,user4592,1
user4291,user4197,7
user4197,user4291,5
user4172,user4592,-1
user2110,user4592,1
user5267,user2388,1
user4532,user4559,2
user35,user5227,1
user35,user5274,1
user35,user5275,1
user2125,user5276,-2
user4833,user2642,4
user2642,user4833,4
user3451,user4592,-10
user3804,user5228,1
user5228,user3804,1
user2125,user5277,-1
user2305,user4002,2
user4002,user2305,2
user4002,user2377,2
user3897,user3229,1
user3229,user3897,1
user4002,user5271,2
user5267,user3804,1
user3804,user5267,1
user4774,user5267,1
user5267,user4774,1
user5103,user4833,1
user4833,user5103,1
user2318,user1565,5
user4119,user3897,1
user3897,user4119,1
user215,user3656,1
user5269,user5278,1
user5278,user5269,1
user3725,user905,2
user5261,user2313,1
user1731,user4694,3
user4172,user5279,1
user5279,user4172,1
user4172,user3598,1
user4635,user5280,1
user5280,user4635,1
user3781,user4833,1
user4833,user3781,1
user1508,user550,1
user550,user1508,1
user2125,user5281,-2
user4833,user215,2
user215,user4833,2
user4833,user3229,1
user3229,user4833,1
user4779,user4266,1
user4315,user5282,1
user5282,user4315,1
user1819,user1018,3
user3725,user5283,1
user5283,user3725,1
user4172,user4649,1
user4833,user3545,6
user4833,user3598,5
user3598,user4833,5
user2835,user1731,1
user1731,user2835,1
user4833,user3451,2
user3451,user4833,1
user3714,user5284,10
user5284,user3714,10
user4833,user4553,1
user4553,user4833,1
user1953,user3989,-1
user4838,user5285,-10
user4838,user5286,1
user5286,user4838,1
user3452,user1585,1
user988,user2377,10
user1585,user3452,1
user2125,user5288,-2
user2110,user2012,1
user2012,user2110,1
user4758,user5288,-2
user2125,user5289,-2
user2125,user5285,-2
user5286,user5290,1
user5290,user5286,1
user2125,user5291,-2
user2305,user5287,5
user5287,user2305,5
user2296,user3810,1
user4197,user3317,2
user2110,user4694,2
user4315,user5292,1
user4649,user5293,1
user5293,user4649,1
user35,user5294,1
user5292,user4315,1
user2125,user5295,-2
user4833,user3904,1
user3904,user4833,1
user5286,user5228,1
user5228,user5286,1
user5228,user5296,1
user5296,user5228,2
user4291,user5297,5
user3099,user5297,8
user4559,user1670,1
user4267,user3988,1
user4925,user5298,1
user5298,user3988,1
user5298,user4925,1
user3719,user5299,10
user2063,user732,1
user732,user2063,7
user3988,user5300,-5
user4511,user1938,2
user1938,user4511,2
user5255,user5286,4
user5286,user5255,4
user4833,user5297,3
user5297,user4291,5
user3452,user1850,1
user2125,user5301,-2
user4320,user2131,1
user2131,user4320,1
user2131,user5255,1
user5255,user2131,1
user4291,user1832,5
user5134,user35,5
user2296,user4569,2
user4569,user2296,5
user3897,user5103,2
user5103,user3897,2
user4570,user4197,5
user5286,user5302,1
user5302,user5286,3
user2125,user5303,-2
user280,user3699,4
user4172,user3957,-1
user5283,user3915,-1
user4172,user5304,-10
user3897,user5280,1
user5280,user3897,1
user3897,user4251,1
user4611,user5298,1
user5298,user4611,1
user2642,user280,1
user280,user2642,1
user468,user280,2
user280,user468,1
user3837,user3820,1
user2296,user4771,2
user4771,user2296,4
user4635,user3897,2
user3897,user4635,3
user4649,user5280,1
user5280,user4649,1
user1930,user1850,-3
user280,user5298,1
user5298,user280,2
user280,user550,1
user550,user280,1
user1810,user5305,-5
user3452,user5305,-1
user5286,user3429,2
user3429,user5286,2
user5286,user4771,1
user3897,user5294,1
user5294,user3897,1
user280,user160,3
user160,user280,3
user280,user3630,3
user280,user1565,1
user3630,user280,5
user3897,user1565,6
user1565,user280,1
user2296,user5275,1
user5275,user2296,2
user5275,user3988,2
user4315,user4222,2
user3837,user4360,1
user4360,user3837,1
user3219,user1018,9
user280,user5259,1
user5259,user280,1
user280,user5307,1
user5307,user280,1
user4511,user3425,2
user4833,user905,3
user905,user4833,2
user4921,user3099,2
user3649,user4771,1
user4771,user3649,1
user361,user4899,1
user280,user5308,1
user5306,user3988,1
user5308,user280,5
user280,user4461,1
user5310,user3988,1
user2125,user5298,-1
user4291,user3229,1
user3229,user4291,1
user3725,user5296,1
user5296,user3725,1
user2318,user5312,1
user5312,user2318,1
user4521,user280,5
user280,user4521,5
user5310,user5296,1
user5296,user5310,1
user5294,user35,2
user2125,user5313,-2
user2125,user5314,-2
user3714,user5315,1
user5315,user3714,1
user4694,user4213,1
user4213,user4694,1
user4197,user4840,1
user4840,user4197,1
user4291,user1731,4
user2942,user732,1
user732,user2942,1
user35,user1245,1
user4559,user1735,2
user4559,user5005,2
user1719,user1656,10
user3527,user4559,1
user732,user3345,1
user4833,user1850,1
user5156,user35,3
user1352,user5317,5
user1352,user5318,1
user4860,user5318,1
user4860,user1352,5
user4860,user3707,2
user3714,user2934,1
user2125,user5319,-2
user2125,user5320,-2
user1832,user4291,5
user905,user5321,1
user5321,user905,1
user3649,user5294,1
user5294,user3649,1
user5322,user3988,1
user4172,user3345,2
user4833,user3820,3
user3820,user4833,3
user3988,user5322,1
user3649,user5227,1
user5227,user3649,1
user3988,user4092,1
user33,user1850,1
user4092,user3988,2
user4833,user1412,1
user1412,user4833,1
user2125,user5323,-1
user2125,user5324,-1
user2125,user5325,-1
user2125,user5326,-2
user2125,user5327,-2
user2125,user5328,-2
user2125,user5329,-2
user2125,user5330,-2
user2125,user5331,-2
user2125,user5332,-2
user2125,user5333,-2
user2125,user5334,-2
user4833,user4611,9
user2125,user5335,-1
user4833,user57,5
user4559,user5336,-2
user2125,user5337,-2
user5221,user1185,10
user5221,user4315,6
user4758,user25,3
user1565,user3452,3
user1731,user1565,4
user2125,user5338,-2
user2110,user5338,-10
user1731,user4291,3
user5227,user5294,1
user5294,user5227,1
user5309,user5296,3
user5296,user5309,2
user2045,user4611,1
user1245,user5287,2
user1245,user35,2
user2125,user5340,-2
user2125,user5341,-2
user2125,user5342,-2
user2125,user5343,-1
user5315,user1731,1
user4511,user4771,1
user4771,user4511,1
user1731,user5315,1
user4559,user3528,1
user3988,user3000,3
user2125,user905,2
user2125,user5344,-2
user4172,user5344,-2
user5287,user1245,2
user5312,user5345,1
user5345,user5312,1
user5255,user280,5
user280,user5255,5
user2281,user5339,1
user5339,user2281,1
user5227,user4532,1
user4532,user5227,1
user5255,user3988,5
user3988,user5227,2
user4780,user5346,-1
user2318,user2388,1
user2125,user5346,-2
user2045,user4852,1
user3988,user4852,1
user1819,user5348,1
user5348,user1819,1
user2125,user5349,-2
user2125,user5350,-2
user2243,user353,3
user4833,user4515,2
user4515,user4833,2
user3427,user3988,1
user3988,user3427,1
user5339,user3422,1
user35,user5351,1
user35,user5352,1
user3988,user5339,3
user3422,user5339,1
user988,user4090,3
user5339,user3988,3
user4921,user202,1
user892,user5353,1
user3452,user4833,1
user1731,user4717,2
user3452,user2498,-10
user5353,user892,1
user1731,user4833,5
user4852,user2045,1
user4833,user1731,5
user2835,user5227,1
user5227,user2835,1
user3452,user3804,7
user2125,user5354,-2
user2835,user361,1
user2835,user5355,1
user5355,user2835,1
user5296,user5255,7
user5255,user5296,7
user1352,user2822,1
user1352,user2127,1
user4559,user1947,1
user4559,user5065,1
user4559,user1352,1
user3988,user5298,2
user988,user5356,3
user2125,user5357,-2
user905,user4559,2
user4649,user5227,1
user5227,user4649,1
user3528,user4559,2
user1735,user3640,1
user1735,user3319,2
user1735,user4559,1
user5352,user4925,1
user4925,user5352,1
user3988,user5155,2
user3988,user5310,2
user5249,user5316,1
user4921,user4833,2
user4833,user4921,3
user5356,user988,3
user4925,user5358,1
user5358,user4925,1
user4833,user3528,1
user3528,user4833,1
user1919,user3988,1
user3988,user4002,2
user3988,user1919,1
user5359,user5360,1
user5360,user5359,1
user4204,user5360,2
user1565,user1731,6
user4291,user5358,1
user5358,user4291,1
user2125,user5361,-2
user3897,user550,1
user550,user3897,1
user3000,user3649,2
user5294,user5228,1
user5228,user5294,1
user5228,user2625,1
user2625,user3988,2
user2625,user4419,1
user4419,user2625,1
user5227,user3988,3
user5363,user1850,1
user3656,user215,2
user3345,user280,3
user3345,user4562,1
user3345,user4440,1
user4440,user3345,1
user4562,user4511,4
user4511,user4562,3
user2125,user1565,1
user2388,user2017,-10
user5316,user5249,1
user4694,user3107,5
user4649,user3910,2
user3910,user4649,2
user5312,user5364,-10
user35,user1528,2
user1528,user35,2
user4172,user3451,1
user3988,user4267,2
user4172,user4075,-10
user3345,user4382,1
user4382,user3345,1
user3345,user5365,1
user1508,user51,1
user5365,user3345,1
user51,user1508,1
user4569,user2318,1
user2318,user4569,1
user4717,user1731,1
user2318,user1508,1
user3746,user5366,1
user5366,user3746,1
user4002,user3988,2
user5312,user5367,1
user5367,user5312,1
user4291,user4945,1
user4945,user4291,1
user4694,user3988,3
user3988,user4694,3
user5255,user4511,2
user4511,user5255,1
user1731,user2942,4
user3988,user2303,1
user2303,user3988,1
user3107,user4694,5
user353,user4852,7
user4852,user353,7
user1894,user3901,1
user4291,user4389,1
user4389,user4291,1
